com.samsung.shealth.stress,1140029,7
2020. 07. 13. 15:04:56,com.sec.android.app.shealth,32400000,654a2347-f799-25d0-306a-dad8ab870306.binning_data,99.000000,2020. 07. 13. 14:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 14:59:59,654a2347-f799-25d0-306a-dad8ab870306,2020. 07. 13. 15:04:56,48.000000,1,0.000000,
2020. 07. 13. 16:06:51,com.sec.android.app.shealth,32400000,f4237612-94e7-c894-ac28-41c4a4370404.binning_data,100.000000,2020. 07. 13. 15:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 15:59:59,f4237612-94e7-c894-ac28-41c4a4370404,2020. 07. 13. 16:06:51,33.000000,1,0.000000,
2020. 07. 13. 17:02:35,com.sec.android.app.shealth,32400000,306864b9-b612-8a9c-aaed-5855dd38bfbf.binning_data,99.000000,2020. 07. 13. 16:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 16:59:59,306864b9-b612-8a9c-aaed-5855dd38bfbf,2020. 07. 13. 17:02:35,16.000000,1,0.000000,
2020. 07. 13. 18:01:11,com.sec.android.app.shealth,32400000,08bd8fc8-60f3-cd10-3c14-bb9bf77f1e00.binning_data,100.000000,2020. 07. 13. 17:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 17:59:59,08bd8fc8-60f3-cd10-3c14-bb9bf77f1e00,2020. 07. 13. 18:01:11,21.000000,1,0.000000,
2020. 07. 13. 19:07:07,com.sec.android.app.shealth,32400000,6bdac7a3-1479-5594-b5b3-115e1fa6ba26.binning_data,100.000000,2020. 07. 13. 18:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 18:59:59,6bdac7a3-1479-5594-b5b3-115e1fa6ba26,2020. 07. 13. 19:07:07,23.000000,1,0.000000,
2020. 07. 13. 20:09:36,com.sec.android.app.shealth,32400000,00ba769b-a4a1-6e3a-e0b0-b42cdd502bb8.binning_data,100.000000,2020. 07. 13. 19:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 19:59:59,00ba769b-a4a1-6e3a-e0b0-b42cdd502bb8,2020. 07. 13. 20:09:36,16.000000,1,0.000000,
2020. 07. 14. 08:45:01,com.sec.android.app.shealth,32400000,d5004981-6ab6-000a-de75-f3f747763d22.binning_data,95.000000,2020. 07. 13. 20:00:00,,10011,ITeeWLY/e8,,2020. 07. 13. 20:59:59,d5004981-6ab6-000a-de75-f3f747763d22,2020. 07. 14. 08:45:01,29.000000,1,0.000000,
2020. 07. 14. 09:05:16,com.sec.android.app.shealth,32400000,8c43442f-cfa6-35af-40a4-12c054ed244e.binning_data,100.000000,2020. 07. 14. 08:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 08:59:59,8c43442f-cfa6-35af-40a4-12c054ed244e,2020. 07. 14. 09:05:16,52.000000,1,0.000000,
2020. 07. 14. 10:05:22,com.sec.android.app.shealth,32400000,3ea6e966-a6ae-da6c-6fb1-53475c5a43d5.binning_data,100.000000,2020. 07. 14. 09:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 09:59:59,3ea6e966-a6ae-da6c-6fb1-53475c5a43d5,2020. 07. 14. 10:05:22,27.000000,1,0.000000,
2020. 07. 14. 11:01:00,com.sec.android.app.shealth,32400000,0bfeb0f8-4f0e-bcf1-de20-39d74121b02c.binning_data,100.000000,2020. 07. 14. 10:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 10:59:59,0bfeb0f8-4f0e-bcf1-de20-39d74121b02c,2020. 07. 14. 11:01:00,11.000000,1,0.000000,
2020. 07. 14. 12:09:51,com.sec.android.app.shealth,32400000,c2d55179-5392-9585-27f7-b698a62721c7.binning_data,99.000000,2020. 07. 14. 11:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 11:59:59,c2d55179-5392-9585-27f7-b698a62721c7,2020. 07. 14. 12:09:51,7.000000,1,0.000000,
2020. 07. 14. 13:05:34,com.sec.android.app.shealth,32400000,fc75b50f-4cb6-1d89-0675-dffca6497dc1.binning_data,100.000000,2020. 07. 14. 12:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 12:59:59,fc75b50f-4cb6-1d89-0675-dffca6497dc1,2020. 07. 14. 13:05:34,13.000000,1,0.000000,
2020. 07. 14. 14:01:00,com.sec.android.app.shealth,32400000,e52a904f-f523-3129-2e21-0a53070c150b.binning_data,95.000000,2020. 07. 14. 13:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 13:59:59,e52a904f-f523-3129-2e21-0a53070c150b,2020. 07. 14. 14:01:00,4.000000,1,0.000000,
2020. 07. 14. 15:03:06,com.sec.android.app.shealth,32400000,a7ff6d17-9f25-6ae2-18fc-6bb6dc45d2ca.binning_data,80.000000,2020. 07. 14. 14:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 14:59:59,a7ff6d17-9f25-6ae2-18fc-6bb6dc45d2ca,2020. 07. 14. 15:03:06,3.000000,1,0.000000,
2020. 07. 14. 16:07:15,com.sec.android.app.shealth,32400000,a9bab418-b23e-8554-2d1e-257cf0232947.binning_data,98.000000,2020. 07. 14. 15:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 15:59:59,a9bab418-b23e-8554-2d1e-257cf0232947,2020. 07. 14. 16:07:15,6.000000,1,0.000000,
2020. 07. 14. 17:03:35,com.sec.android.app.shealth,32400000,90fd2055-b217-39a4-1a4e-a0f65748763b.binning_data,52.000000,2020. 07. 14. 16:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 16:59:59,90fd2055-b217-39a4-1a4e-a0f65748763b,2020. 07. 14. 17:03:35,1.000000,1,0.000000,
2020. 07. 14. 18:07:11,com.sec.android.app.shealth,32400000,b51dfc1e-ebab-1395-3f9c-2823b4009dc7.binning_data,99.000000,2020. 07. 14. 17:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 17:59:59,b51dfc1e-ebab-1395-3f9c-2823b4009dc7,2020. 07. 14. 18:07:11,19.000000,1,0.000000,
2020. 07. 14. 19:01:52,com.sec.android.app.shealth,32400000,75a22565-aa6c-da31-c32c-27db47f34e66.binning_data,100.000000,2020. 07. 14. 18:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 18:59:59,75a22565-aa6c-da31-c32c-27db47f34e66,2020. 07. 14. 19:01:52,15.000000,1,0.000000,
2020. 07. 14. 20:06:33,com.sec.android.app.shealth,32400000,5a5c9bd3-8d47-ad9c-40af-578119e0f55e.binning_data,100.000000,2020. 07. 14. 19:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 19:59:59,5a5c9bd3-8d47-ad9c-40af-578119e0f55e,2020. 07. 14. 20:06:33,21.000000,1,0.000000,
2020. 07. 14. 21:02:37,com.sec.android.app.shealth,32400000,55d865be-fa1c-a539-3a3a-cbaa73b21831.binning_data,100.000000,2020. 07. 14. 20:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 20:59:59,55d865be-fa1c-a539-3a3a-cbaa73b21831,2020. 07. 14. 21:02:37,51.000000,1,0.000000,
2020. 07. 14. 22:03:34,com.sec.android.app.shealth,32400000,3da99119-838b-dc9e-230d-51c4cff91b7d.binning_data,99.000000,2020. 07. 14. 21:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 21:59:59,3da99119-838b-dc9e-230d-51c4cff91b7d,2020. 07. 14. 22:03:34,50.000000,1,0.000000,
2020. 07. 14. 23:03:40,com.sec.android.app.shealth,32400000,416e2983-4f7f-8655-62c8-7bf368753c5f.binning_data,100.000000,2020. 07. 14. 22:00:00,,10011,ITeeWLY/e8,,2020. 07. 14. 22:59:59,416e2983-4f7f-8655-62c8-7bf368753c5f,2020. 07. 14. 23:03:40,50.000000,1,0.000000,
2020. 07. 15. 09:07:05,com.sec.android.app.shealth,32400000,ca7561f7-e0de-fc4e-9854-3fea2fe439bb.binning_data,18.000000,2020. 07. 15. 08:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 08:59:59,ca7561f7-e0de-fc4e-9854-3fea2fe439bb,2020. 07. 15. 09:07:05,13.000000,1,8.000000,
2020. 07. 15. 10:08:25,com.sec.android.app.shealth,32400000,dc90d902-e8bf-9787-af09-8fdc15b469f8.binning_data,98.000000,2020. 07. 15. 09:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 09:59:59,dc90d902-e8bf-9787-af09-8fdc15b469f8,2020. 07. 15. 10:08:25,8.000000,1,0.000000,
2020. 07. 15. 11:08:32,com.sec.android.app.shealth,32400000,31e73045-374f-f38f-75d3-3ab4d37b866b.binning_data,97.000000,2020. 07. 15. 10:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 10:59:59,31e73045-374f-f38f-75d3-3ab4d37b866b,2020. 07. 15. 11:08:32,12.000000,1,0.000000,
2020. 07. 15. 12:02:00,com.sec.android.app.shealth,32400000,911929bf-c70d-2581-6042-432df1916d9d.binning_data,77.000000,2020. 07. 15. 11:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 11:59:59,911929bf-c70d-2581-6042-432df1916d9d,2020. 07. 15. 12:02:00,2.000000,1,0.000000,
2020. 07. 15. 13:02:22,com.sec.android.app.shealth,32400000,3b11283c-5c81-2089-4d57-e0ad244fffcf.binning_data,100.000000,2020. 07. 15. 12:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 12:59:59,3b11283c-5c81-2089-4d57-e0ad244fffcf,2020. 07. 15. 13:02:22,46.000000,1,0.000000,
2020. 07. 15. 15:03:46,com.sec.android.app.shealth,32400000,f396212b-c547-2c9b-672b-f551f037be86.binning_data,99.000000,2020. 07. 15. 14:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 14:59:59,f396212b-c547-2c9b-672b-f551f037be86,2020. 07. 15. 15:03:46,50.000000,1,11.000000,
2020. 07. 15. 16:01:39,com.sec.android.app.shealth,32400000,9f6aeb6a-4abe-c4d6-7c9d-eb442e488a4f.binning_data,99.000000,2020. 07. 15. 15:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 15:59:59,9f6aeb6a-4abe-c4d6-7c9d-eb442e488a4f,2020. 07. 15. 16:01:39,43.000000,1,0.000000,
2020. 07. 15. 17:07:33,com.sec.android.app.shealth,32400000,b77f0db3-d047-4fd5-1ecf-deba7c7f1cdb.binning_data,98.000000,2020. 07. 15. 16:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 16:59:59,b77f0db3-d047-4fd5-1ecf-deba7c7f1cdb,2020. 07. 15. 17:07:33,11.000000,1,0.000000,
2020. 07. 15. 18:02:12,com.sec.android.app.shealth,32400000,c1421d24-eaed-3e03-b1de-bae789d5ff22.binning_data,100.000000,2020. 07. 15. 17:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 17:59:59,c1421d24-eaed-3e03-b1de-bae789d5ff22,2020. 07. 15. 18:02:12,15.000000,1,0.000000,
2020. 07. 15. 19:08:03,com.sec.android.app.shealth,32400000,b8c71119-43e1-0bdc-4b26-62418b4d4e7f.binning_data,100.000000,2020. 07. 15. 18:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 18:59:59,b8c71119-43e1-0bdc-4b26-62418b4d4e7f,2020. 07. 15. 19:08:03,39.000000,1,0.000000,
2020. 07. 15. 20:10:21,com.sec.android.app.shealth,32400000,a0da10c5-65d2-b559-1714-947aeffb4d13.binning_data,100.000000,2020. 07. 15. 19:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 19:59:59,a0da10c5-65d2-b559-1714-947aeffb4d13,2020. 07. 15. 20:10:21,52.000000,1,10.000000,
2020. 07. 15. 21:10:35,com.sec.android.app.shealth,32400000,ec3d41fb-7e6e-d96c-8628-cafd63a78d96.binning_data,100.000000,2020. 07. 15. 20:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 20:59:59,ec3d41fb-7e6e-d96c-8628-cafd63a78d96,2020. 07. 15. 21:10:35,79.000000,1,0.000000,
2020. 07. 15. 22:10:48,com.sec.android.app.shealth,32400000,e1424c53-0628-652d-92ff-ced1453f9b09.binning_data,100.000000,2020. 07. 15. 21:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 21:59:59,e1424c53-0628-652d-92ff-ced1453f9b09,2020. 07. 15. 22:10:48,63.000000,1,12.000000,
2020. 07. 16. 08:44:51,com.sec.android.app.shealth,32400000,6e93c8f5-de17-8b1b-39b6-4045fc9d6e18.binning_data,100.000000,2020. 07. 15. 22:00:00,,10011,ITeeWLY/e8,,2020. 07. 15. 22:59:59,6e93c8f5-de17-8b1b-39b6-4045fc9d6e18,2020. 07. 16. 08:44:51,15.000000,1,0.000000,
2020. 07. 16. 09:04:56,com.sec.android.app.shealth,32400000,3c1005a1-fa42-5164-c59d-fc0725866a91.binning_data,65.000000,2020. 07. 16. 08:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 08:59:59,3c1005a1-fa42-5164-c59d-fc0725866a91,2020. 07. 16. 09:04:56,33.000000,1,15.000000,
2020. 07. 16. 10:07:13,com.sec.android.app.shealth,32400000,e98a342e-df67-d4f0-16e3-a4d4c825aa74.binning_data,99.000000,2020. 07. 16. 09:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 09:59:59,e98a342e-df67-d4f0-16e3-a4d4c825aa74,2020. 07. 16. 10:07:13,21.000000,1,0.000000,
2020. 07. 16. 11:03:37,com.sec.android.app.shealth,32400000,086694c0-0c78-f302-c3e0-22571e87bf19.binning_data,91.000000,2020. 07. 16. 10:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 10:59:59,086694c0-0c78-f302-c3e0-22571e87bf19,2020. 07. 16. 11:03:37,12.000000,1,0.000000,
2020. 07. 16. 12:06:27,com.sec.android.app.shealth,32400000,89ce0ef4-59f3-1292-57ea-7a81088f8dab.binning_data,87.000000,2020. 07. 16. 11:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 11:59:59,89ce0ef4-59f3-1292-57ea-7a81088f8dab,2020. 07. 16. 12:06:27,9.000000,1,0.000000,
2020. 07. 16. 13:05:15,com.sec.android.app.shealth,32400000,15342897-a942-0d1f-4c71-bad866532cf3.binning_data,100.000000,2020. 07. 16. 12:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 12:59:59,15342897-a942-0d1f-4c71-bad866532cf3,2020. 07. 16. 13:05:15,18.000000,1,0.000000,
2020. 07. 16. 14:05:22,com.sec.android.app.shealth,32400000,4ca45e96-80e4-c892-58dd-ba0589b2e1e2.binning_data,93.000000,2020. 07. 16. 13:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 13:59:59,4ca45e96-80e4-c892-58dd-ba0589b2e1e2,2020. 07. 16. 14:05:22,2.000000,1,0.000000,
2020. 07. 16. 15:05:57,com.sec.android.app.shealth,32400000,1f686cb2-0f54-4be3-40d0-039730cd3af8.binning_data,98.000000,2020. 07. 16. 14:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 14:59:59,1f686cb2-0f54-4be3-40d0-039730cd3af8,2020. 07. 16. 15:05:57,3.000000,1,0.000000,
2020. 07. 16. 16:08:49,com.sec.android.app.shealth,32400000,c65eff8b-3eb7-a270-63fe-1bf380f4c25c.binning_data,98.000000,2020. 07. 16. 15:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 15:59:59,c65eff8b-3eb7-a270-63fe-1bf380f4c25c,2020. 07. 16. 16:08:49,3.000000,1,0.000000,
2020. 07. 16. 17:04:07,com.sec.android.app.shealth,32400000,343bddda-2658-2e6e-9711-8dcc5e0da9e6.binning_data,100.000000,2020. 07. 16. 16:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 16:59:59,343bddda-2658-2e6e-9711-8dcc5e0da9e6,2020. 07. 16. 17:04:07,14.000000,1,0.000000,
2020. 07. 16. 18:03:02,com.sec.android.app.shealth,32400000,77fbd6e0-0c7b-9676-4a91-ec3387d5d822.binning_data,100.000000,2020. 07. 16. 17:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 17:59:59,77fbd6e0-0c7b-9676-4a91-ec3387d5d822,2020. 07. 16. 18:03:02,9.000000,1,0.000000,
2020. 07. 16. 19:06:28,com.sec.android.app.shealth,32400000,24a06fda-981c-fc22-9dec-8780f31b07a5.binning_data,99.000000,2020. 07. 16. 18:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 18:59:59,24a06fda-981c-fc22-9dec-8780f31b07a5,2020. 07. 16. 19:06:28,31.000000,1,0.000000,
2020. 07. 16. 20:06:37,com.sec.android.app.shealth,32400000,f245011c-cf50-87a1-a879-4d098b887ef6.binning_data,68.000000,2020. 07. 16. 19:00:00,,10011,ITeeWLY/e8,,2020. 07. 16. 19:59:59,f245011c-cf50-87a1-a879-4d098b887ef6,2020. 07. 16. 20:06:37,26.000000,1,2.000000,
2020. 07. 17. 09:02:53,com.sec.android.app.shealth,32400000,4cd1c1e1-0dd4-cd48-df4a-ace0a248412d.binning_data,48.000000,2020. 07. 17. 08:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 08:59:59,4cd1c1e1-0dd4-cd48-df4a-ace0a248412d,2020. 07. 17. 09:02:53,24.000000,1,16.000000,
2020. 07. 17. 10:08:22,com.sec.android.app.shealth,32400000,6f808970-57fc-aad5-18b1-a16a25bf566d.binning_data,100.000000,2020. 07. 17. 09:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 09:59:59,6f808970-57fc-aad5-18b1-a16a25bf566d,2020. 07. 17. 10:08:22,14.000000,1,0.000000,
2020. 07. 17. 11:07:18,com.sec.android.app.shealth,32400000,e7b8cb67-bc7c-f938-c082-097b93d585c7.binning_data,100.000000,2020. 07. 17. 10:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 10:59:59,e7b8cb67-bc7c-f938-c082-097b93d585c7,2020. 07. 17. 11:07:18,11.000000,1,0.000000,
2020. 07. 17. 12:04:22,com.sec.android.app.shealth,32400000,66ea780e-2482-110d-9ae1-d7e031c61b30.binning_data,96.000000,2020. 07. 17. 11:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 11:59:59,66ea780e-2482-110d-9ae1-d7e031c61b30,2020. 07. 17. 12:04:22,11.000000,1,0.000000,
2020. 07. 17. 13:10:02,com.sec.android.app.shealth,32400000,69f795cd-3bfe-7231-6dca-2f81a42eb04c.binning_data,100.000000,2020. 07. 17. 12:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 12:59:59,69f795cd-3bfe-7231-6dca-2f81a42eb04c,2020. 07. 17. 13:10:02,30.000000,1,0.000000,
2020. 07. 17. 14:03:30,com.sec.android.app.shealth,32400000,4127ea23-3cfc-b260-7b32-01db6ddfcc6c.binning_data,99.000000,2020. 07. 17. 13:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 13:59:59,4127ea23-3cfc-b260-7b32-01db6ddfcc6c,2020. 07. 17. 14:03:30,12.000000,1,0.000000,
2020. 07. 17. 15:01:05,com.sec.android.app.shealth,32400000,186a2d27-8ee2-6bd0-3b84-ee5dc7b05e4d.binning_data,99.000000,2020. 07. 17. 14:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 14:59:59,186a2d27-8ee2-6bd0-3b84-ee5dc7b05e4d,2020. 07. 17. 15:01:05,19.000000,1,0.000000,
2020. 07. 17. 15:38:53,com.sec.android.app.shealth,32400000,5c5cc02d-154c-9dae-2d7c-ae53a4ba79a0.binning_data,100.000000,2020. 07. 17. 15:00:00,,10011,ITeeWLY/e8,,2020. 07. 17. 15:38:53,5c5cc02d-154c-9dae-2d7c-ae53a4ba79a0,2020. 07. 17. 15:38:53,45.000000,1,0.000000,

