com.samsung.shealth.tracker.heart_rate,6105031,3
21313,,1594805160000,UTC+0900,131.0,1,,1594807199000,89.0,xUcHHNl7co,1594803600000,com.sec.android.app.shealth,1594807199000,59.0,adae0f47-6583-d49d-5f30-f89b02db8b6c.com.samsung.health.heart_rate.binning_data.json,adae0f47-6583-d49d-5f30-f89b02db8b6c,,
21301,,1594828484000,UTC+0900,62.0,1,,1594828484000,62.0,xUcHHNl7co,1594828484000,com.sec.android.app.shealth,1594828484000,62.0,,ea52f28d-948a-bb89-c532-da5f9bb656af,,
21313,,1594580399000,UTC+0900,81.0,1,,1594580399000,63.0,xUcHHNl7co,1594576800000,com.sec.android.app.shealth,1594580399000,49.0,b7dd42dc-759e-1dca-1e18-e1fe294b457f.com.samsung.health.heart_rate.binning_data.json,b7dd42dc-759e-1dca-1e18-e1fe294b457f,,
21301,,1594590436000,UTC+0900,64.0,1,,1594590436000,64.0,xUcHHNl7co,1594590436000,com.sec.android.app.shealth,1594590436000,64.0,,58e33365-c1ad-7a4a-5d56-272ed7c98173,,
21313,,1594843199000,UTC+0900,91.0,1,,1594843199000,58.0,xUcHHNl7co,1594839600000,com.sec.android.app.shealth,1594843199000,49.0,f6abbac8-f163-0331-362a-0331fc51309f.com.samsung.health.heart_rate.binning_data.json,f6abbac8-f163-0331-362a-0331fc51309f,,
21301,,1594852576000,UTC+0900,208.0,1,,1594852576000,208.0,xUcHHNl7co,1594852576000,com.sec.android.app.shealth,1594852576000,208.0,,477784e9-d4a7-afa7-28f0-5bd68e3be360,,
21313,,1594600260000,UTC+0900,114.0,1,,1594601999000,90.0,xUcHHNl7co,1594598400000,com.sec.android.app.shealth,1594601999000,75.0,c325e199-8962-db51-590b-4444b5e96210.com.samsung.health.heart_rate.binning_data.json,c325e199-8962-db51-590b-4444b5e96210,,
21301,,1594860069000,UTC+0900,84.0,1,,1594860069000,84.0,xUcHHNl7co,1594860069000,com.sec.android.app.shealth,1594860069000,84.0,,0ec6a2f7-13ef-8d43-8d74-0dce00033c0d,,
21313,,1594598399000,UTC+0900,146.0,1,,1594598399000,101.0,xUcHHNl7co,1594594800000,com.sec.android.app.shealth,1594598399000,78.0,078249b1-92e4-b537-393c-2df768194b88.com.samsung.health.heart_rate.binning_data.json,078249b1-92e4-b537-393c-2df768194b88,,
21301,,1594605594000,UTC+0900,83.0,1,,1594605594000,83.0,xUcHHNl7co,1594605594000,com.sec.android.app.shealth,1594605594000,83.0,,723da148-12d9-0c05-ce6d-506f74c4c247,,
21301,,1594608999000,UTC+0900,86.0,1,,1594608999000,86.0,xUcHHNl7co,1594608999000,com.sec.android.app.shealth,1594608999000,86.0,,658f46bc-7817-232a-e7ab-4e62eea6cefe,,
21301,,1594614473000,UTC+0900,84.0,1,,1594614473000,84.0,xUcHHNl7co,1594614473000,com.sec.android.app.shealth,1594614473000,84.0,,560ed18e-420a-dfb0-3450-d4faf25e9a22,,
21301,,1594620443000,UTC+0900,93.0,1,,1594620443000,93.0,xUcHHNl7co,1594620443000,com.sec.android.app.shealth,1594620443000,93.0,,a7695322-6e0e-f526-2d2f-c411ddd960cd,,
21301,,1594624197000,UTC+0900,78.0,1,,1594624197000,78.0,xUcHHNl7co,1594624197000,com.sec.android.app.shealth,1594624197000,78.0,,c51c6e57-d370-b2ec-a17d-62a9381a86dd,,
21313,,1594865700000,UTC+0900,118.0,1,,1594868399000,82.0,xUcHHNl7co,1594864800000,com.sec.android.app.shealth,1594868399000,67.0,b29e93a8-54b9-61b2-0fb0-af15625eb7d4.com.samsung.health.heart_rate.binning_data.json,b29e93a8-54b9-61b2-0fb0-af15625eb7d4,,
21301,,1594604355000,UTC+0900,89.0,1,,1594604355000,89.0,xUcHHNl7co,1594604355000,com.sec.android.app.shealth,1594604355000,89.0,,24dd76da-22a5-44a2-6f47-963da10f0f13,,
21301,,1594873127000,UTC+0900,85.0,1,,1594873127000,85.0,xUcHHNl7co,1594873127000,com.sec.android.app.shealth,1594873127000,85.0,,39c298fb-7d55-9d84-5a72-e2f962e6ff4f,,
21301,,1594627710000,UTC+0900,75.0,1,,1594627710000,75.0,xUcHHNl7co,1594627710000,com.sec.android.app.shealth,1594627710000,75.0,,7d8055d7-d706-4593-a994-f1127b094908,,
21313,,1594256399000,UTC+0900,88.0,1,,1594256399000,76.0,xUcHHNl7co,1594256040000,com.sec.android.app.shealth,1594256399000,70.0,dc26300d-14c5-6a9d-2c09-a00b87292db9.com.samsung.health.heart_rate.binning_data.json,dc26300d-14c5-6a9d-2c09-a00b87292db9,,
21301,,1594632143000,UTC+0900,82.0,1,,1594632143000,82.0,xUcHHNl7co,1594632143000,com.sec.android.app.shealth,1594632143000,82.0,,d77cf4b6-e5b0-7ef6-3d30-09474787ac45,,
21301,,1594878873000,UTC+0900,77.0,1,,1594878873000,77.0,xUcHHNl7co,1594878873000,com.sec.android.app.shealth,1594878873000,77.0,,0a9300cb-9fb2-1ec1-024a-ac8928e19708,,
21301,,1594882452000,UTC+0900,74.0,1,,1594882452000,74.0,xUcHHNl7co,1594882452000,com.sec.android.app.shealth,1594882452000,74.0,,54b64960-4a9e-11ad-ca97-a047661cfbd8,,
21301,,1594635908000,UTC+0900,77.0,1,,1594635908000,77.0,xUcHHNl7co,1594635908000,com.sec.android.app.shealth,1594635908000,77.0,,80ef361b-1aed-e319-5a6a-cc7a8cefb741,,
21301,,1594649825000,UTC+0900,67.0,1,,1594649825000,67.0,xUcHHNl7co,1594649825000,com.sec.android.app.shealth,1594649825000,67.0,,dcbcbe8f-c650-ace2-4255-8af3f0c9b2ff,,
21301,,1594890644000,UTC+0900,73.0,1,,1594890644000,73.0,xUcHHNl7co,1594890644000,com.sec.android.app.shealth,1594890644000,73.0,,2b8203e7-ace4-cd91-f21b-70c908a6b93a,,
21301,,1594608380000,UTC+0900,90.0,1,,1594608380000,90.0,xUcHHNl7co,1594608380000,com.sec.android.app.shealth,1594608380000,90.0,,7dd876b4-7c36-be87-5875-d17e0cb69303,,
21301,,1594895703000,UTC+0900,90.0,1,,1594895703000,90.0,xUcHHNl7co,1594895703000,com.sec.android.app.shealth,1594895703000,90.0,,dd3ee4e4-66bc-e941-c730-c303c9294e77,,
21301,,1594652971000,UTC+0900,60.0,1,,1594652971000,60.0,xUcHHNl7co,1594652971000,com.sec.android.app.shealth,1594652971000,60.0,,872b2a80-3951-fbb6-20b9-5b2264a37920,,
21313,,1594270799000,UTC+0900,113.0,1,,1594270799000,88.0,xUcHHNl7co,1594267200000,com.sec.android.app.shealth,1594270799000,73.0,d2ada54b-9d61-fc63-738d-1841ae6fb6a6.com.samsung.health.heart_rate.binning_data.json,d2ada54b-9d61-fc63-738d-1841ae6fb6a6,,
21301,,1594912906000,UTC+0900,212.0,1,,1594912906000,212.0,xUcHHNl7co,1594912906000,com.sec.android.app.shealth,1594912906000,212.0,,5e2cc6a6-a23d-375a-da39-6f33fafb4ecf,,
21313,,1594657440000,UTC+0900,91.0,1,,1594659599000,62.0,xUcHHNl7co,1594656000000,com.sec.android.app.shealth,1594659599000,49.0,ad544c69-2f46-b52e-fd64-cdc8af16551e.com.samsung.health.heart_rate.binning_data.json,ad544c69-2f46-b52e-fd64-cdc8af16551e,,
21313,,1594273860000,UTC+0900,119.0,1,,1594274399000,83.0,xUcHHNl7co,1594270800000,com.sec.android.app.shealth,1594274399000,72.0,524e0b7d-5777-f938-11ea-d119fe2b90b7.com.samsung.health.heart_rate.binning_data.json,524e0b7d-5777-f938-11ea-d119fe2b90b7,,
21313,,1594922399000,UTC+0900,88.0,1,,1594922399000,60.0,xUcHHNl7co,1594918800000,com.sec.android.app.shealth,1594922399000,51.0,4b33d6ee-6f50-ad16-bfcf-f1b89787c50c.com.samsung.health.heart_rate.binning_data.json,4b33d6ee-6f50-ad16-bfcf-f1b89787c50c,,
21313,,1594666799000,UTC+0900,83.0,1,,1594666799000,59.0,xUcHHNl7co,1594663200000,com.sec.android.app.shealth,1594666799000,50.0,b9639abf-347e-ec5d-57af-95472778865a.com.samsung.health.heart_rate.binning_data.json,b9639abf-347e-ec5d-57af-95472778865a,,
21301,,1594279420000,UTC+0900,88.0,1,,1594279420000,88.0,xUcHHNl7co,1594279420000,com.sec.android.app.shealth,1594279420000,88.0,,968066f4-aeee-55e0-aa65-fa4be26692f9,,
21301,,1594938095000,UTC+0900,61.0,1,,1594938095000,61.0,xUcHHNl7co,1594938095000,com.sec.android.app.shealth,1594938095000,61.0,,d876d23d-808d-7163-1591-2a559cc4d328,,
21301,,1594523473000,UTC+0900,84.0,1,,1594523473000,84.0,xUcHHNl7co,1594523473000,com.sec.android.app.shealth,1594523473000,84.0,,5430b30c-04cc-c6a2-337d-9048eb4e045a,,
21301,,1594531447000,UTC+0900,89.0,1,,1594531447000,89.0,xUcHHNl7co,1594531447000,com.sec.android.app.shealth,1594531447000,89.0,,3bfef621-2fd3-a09e-9c6c-a7b1269854d0,,
21313,,1594947599000,UTC+0900,118.0,1,,1594947599000,92.0,xUcHHNl7co,1594944000000,com.sec.android.app.shealth,1594947599000,75.0,3ca90e2a-f83c-8c61-1c4f-5621f7a90728.com.samsung.health.heart_rate.binning_data.json,3ca90e2a-f83c-8c61-1c4f-5621f7a90728,,
21301,,1594952486000,UTC+0900,74.0,1,,1594952486000,74.0,xUcHHNl7co,1594952486000,com.sec.android.app.shealth,1594952486000,74.0,,2411d37a-5150-1361-2704-063bc6d882de,,
21313,,1594538700000,UTC+0900,125.0,1,,1594540799000,90.0,xUcHHNl7co,1594537200000,com.sec.android.app.shealth,1594540799000,67.0,97947111-a349-4437-6e10-30d2d620a595.com.samsung.health.heart_rate.binning_data.json,97947111-a349-4437-6e10-30d2d620a595,,
21313,,1594684799000,UTC+0900,140.0,1,,1594684799000,98.0,xUcHHNl7co,1594681200000,com.sec.android.app.shealth,1594684799000,65.0,ce024fa6-c246-a611-2d9d-4a0a7d9b554e.com.samsung.health.heart_rate.binning_data.json,ce024fa6-c246-a611-2d9d-4a0a7d9b554e,,
21301,,1594547036000,UTC+0900,65.0,1,,1594547036000,65.0,xUcHHNl7co,1594547036000,com.sec.android.app.shealth,1594547036000,65.0,,e87fe7d9-f84b-12db-71e6-7759bd592be2,,
21301,,1594691784000,UTC+0900,75.0,1,,1594691784000,75.0,xUcHHNl7co,1594691784000,com.sec.android.app.shealth,1594691784000,75.0,,39989851-216d-cea0-d722-aa0031143fb2,,
21301,,1594551187000,UTC+0900,66.0,1,,1594551187000,66.0,xUcHHNl7co,1594551187000,com.sec.android.app.shealth,1594551187000,66.0,,a6231b44-92cf-c7f6-17ab-a25cab493881,,
21301,,1594698514000,UTC+0900,88.0,1,,1594698514000,88.0,xUcHHNl7co,1594698514000,com.sec.android.app.shealth,1594698514000,88.0,,ef4e44fc-dec8-caba-604c-3364b57f0d20,,
21313,,1594958580000,UTC+0900,111.0,1,,1594961999000,75.0,xUcHHNl7co,1594958400000,com.sec.android.app.shealth,1594961999000,55.0,87c4be93-a677-0860-f1d9-a33b8698268f.com.samsung.health.heart_rate.binning_data.json,87c4be93-a677-0860-f1d9-a33b8698268f,,
21301,,1594555091000,UTC+0900,64.0,1,,1594555091000,64.0,xUcHHNl7co,1594555091000,com.sec.android.app.shealth,1594555091000,64.0,,4007691d-8481-c7b7-ab40-bbd4428d2938,,
21301,,1594561659000,UTC+0900,71.0,1,,1594561659000,71.0,xUcHHNl7co,1594561659000,com.sec.android.app.shealth,1594561659000,71.0,,777c3eee-42d6-4189-1f85-0f3c91be6299,,
21313,,1594963740000,UTC+0900,115.0,1,,1594965599000,82.0,xUcHHNl7co,1594962000000,com.sec.android.app.shealth,1594965599000,48.0,8172bc55-f17e-5102-9f66-17dcd986fec6.com.samsung.health.heart_rate.binning_data.json,8172bc55-f17e-5102-9f66-17dcd986fec6,,
21313,,1594702799000,UTC+0900,108.0,1,,1594702799000,80.0,xUcHHNl7co,1594699200000,com.sec.android.app.shealth,1594702799000,66.0,b3d61c39-1ec4-e431-2823-479c09dddb04.com.samsung.health.heart_rate.binning_data.json,b3d61c39-1ec4-e431-2823-479c09dddb04,,
21301,,1594708089000,UTC+0900,74.0,1,,1594708089000,74.0,xUcHHNl7co,1594708089000,com.sec.android.app.shealth,1594708089000,74.0,,c3c1ef30-5b0a-82e2-2108-2ae26ec7453b,,
21301,,1594967645000,UTC+0900,75.0,1,,1594967645000,75.0,xUcHHNl7co,1594967645000,com.sec.android.app.shealth,1594967645000,75.0,,2d398919-21d4-2fba-1ffe-6bdf2f0c8078,,
21301,,1594711858000,UTC+0900,82.0,1,,1594711858000,82.0,xUcHHNl7co,1594711858000,com.sec.android.app.shealth,1594711858000,82.0,,9b69c590-9a36-74f2-e05d-8d06a080c748,,
21313,,1594565999000,UTC+0900,90.0,1,,1594565999000,73.0,xUcHHNl7co,1594562400000,com.sec.android.app.shealth,1594565999000,64.0,11a6b79e-bf78-2f11-eb6e-039cb8cf6e63.com.samsung.health.heart_rate.binning_data.json,11a6b79e-bf78-2f11-eb6e-039cb8cf6e63,,
21313,,1594717199000,UTC+0900,109.0,1,,1594717199000,84.0,xUcHHNl7co,1594713600000,com.sec.android.app.shealth,1594717199000,70.0,24f6db61-3956-ae16-8596-fb203af05ed3.com.samsung.health.heart_rate.binning_data.json,24f6db61-3956-ae16-8596-fb203af05ed3,,
21313,,1594256520000,UTC+0900,101.0,1,,1594263599000,76.0,xUcHHNl7co,1594256400000,com.sec.android.app.shealth,1594263599000,63.0,3094bf3f-aaaa-40a8-1132-1a9b810eaadc.com.samsung.health.heart_rate.binning_data.json,3094bf3f-aaaa-40a8-1132-1a9b810eaadc,,
21301,,1594722256000,UTC+0900,80.0,1,,1594722256000,80.0,xUcHHNl7co,1594722256000,com.sec.android.app.shealth,1594722256000,80.0,,e46c0757-cde9-caea-3db2-77f95cdb5ce4,,
21301,,1594569079000,UTC+0900,66.0,1,,1594569079000,66.0,xUcHHNl7co,1594569079000,com.sec.android.app.shealth,1594569079000,66.0,,8cd90a01-ab0c-835a-1df1-b7f13f3d2851,,
21301,,1594572220000,UTC+0900,70.0,1,,1594572220000,70.0,xUcHHNl7co,1594572220000,com.sec.android.app.shealth,1594572220000,70.0,,e90e4285-9647-c4e4-ced5-232a96a13642,,
21301,,1594270864000,UTC+0900,83.0,1,,1594270864000,83.0,xUcHHNl7co,1594270864000,com.sec.android.app.shealth,1594270864000,83.0,,b6f2fb85-fe44-0a20-3c84-f2268fa71548,,
21301,,1594274883000,UTC+0900,89.0,1,,1594274883000,89.0,xUcHHNl7co,1594274883000,com.sec.android.app.shealth,1594274883000,89.0,,6d250af8-55b3-66b4-b06c-774ac36b52d8,,
21313,,1594612799000,UTC+0900,126.0,1,,1594612799000,90.0,xUcHHNl7co,1594609200000,com.sec.android.app.shealth,1594612799000,70.0,1bc0017c-df63-cd15-1f28-10769f565db4.com.samsung.health.heart_rate.binning_data.json,1bc0017c-df63-cd15-1f28-10769f565db4,,
21301,,1594280035000,UTC+0900,74.0,1,,1594280035000,74.0,xUcHHNl7co,1594280035000,com.sec.android.app.shealth,1594280035000,74.0,,ab892f45-da11-2613-0328-4fd5d2367f88,,
21301,,1594524092000,UTC+0900,84.0,1,,1594524092000,84.0,xUcHHNl7co,1594524092000,com.sec.android.app.shealth,1594524092000,84.0,,bcdca5e8-3e6f-3e2e-daf2-41aac972d804,,
21301,,1594532066000,UTC+0900,70.0,1,,1594532066000,70.0,xUcHHNl7co,1594532066000,com.sec.android.app.shealth,1594532066000,70.0,,5327c2a1-81f8-7d6e-477b-71a645471059,,
21313,,1594734720000,UTC+0900,104.0,1,,1594735199000,86.0,xUcHHNl7co,1594731600000,com.sec.android.app.shealth,1594735199000,70.0,3ac995b8-3811-e915-6dcf-dac0a7c9e616.com.samsung.health.heart_rate.binning_data.json,3ac995b8-3811-e915-6dcf-dac0a7c9e616,,
21313,,1594583999000,UTC+0900,91.0,1,,1594583999000,63.0,xUcHHNl7co,1594580400000,com.sec.android.app.shealth,1594583999000,50.0,5a899d61-1bb7-e53f-60c8-c4a31e5004b4.com.samsung.health.heart_rate.binning_data.json,5a899d61-1bb7-e53f-60c8-c4a31e5004b4,,
21301,,1594745709000,UTC+0900,60.0,1,,1594745709000,60.0,xUcHHNl7co,1594745709000,com.sec.android.app.shealth,1594745709000,60.0,,504aa959-b52c-d37d-5173-d006e31afef6,,
21301,,1594591055000,UTC+0900,64.0,1,,1594591055000,64.0,xUcHHNl7co,1594591055000,com.sec.android.app.shealth,1594591055000,64.0,,d7b9e9f8-789b-f3c8-9c22-cbeaa0f11733,,
21301,,1594601163000,UTC+0900,81.0,1,,1594601163000,81.0,xUcHHNl7co,1594601163000,com.sec.android.app.shealth,1594601163000,81.0,,42685d96-cf39-8485-d616-ea53a997b63a,,
21301,,1594540145000,UTC+0900,71.0,1,,1594540145000,71.0,xUcHHNl7co,1594540145000,com.sec.android.app.shealth,1594540145000,71.0,,49e33c3c-6f1b-780d-4407-969aa8130a5d,,
21301,,1594606213000,UTC+0900,80.0,1,,1594606213000,80.0,xUcHHNl7co,1594606213000,com.sec.android.app.shealth,1594606213000,80.0,,aa08aa2e-e87e-961f-9f07-d3ea736218d1,,
21301,,1594547655000,UTC+0900,66.0,1,,1594547655000,66.0,xUcHHNl7co,1594547655000,com.sec.android.app.shealth,1594547655000,66.0,,3c7435e1-9087-0b92-2ba0-568cf57bddff,,
21301,,1594618756000,UTC+0900,93.0,1,,1594618756000,93.0,xUcHHNl7co,1594618756000,com.sec.android.app.shealth,1594618756000,93.0,,6574cdaf-ada6-7945-ae4e-1fadf4d8fdef,,
21301,,1594609618000,UTC+0900,76.0,1,,1594609618000,76.0,xUcHHNl7co,1594609618000,com.sec.android.app.shealth,1594609618000,76.0,,c1aba256-4280-a4a3-8877-f83956e33677,,
21301,,1594551996000,UTC+0900,75.0,1,,1594551996000,75.0,xUcHHNl7co,1594551996000,com.sec.android.app.shealth,1594551996000,75.0,,9c1a201e-292f-f982-41c1-e3fbd28ebad4,,
21301,,1594615610000,UTC+0900,82.0,1,,1594615610000,82.0,xUcHHNl7co,1594615610000,com.sec.android.app.shealth,1594615610000,82.0,,a72d69e4-dddd-402d-f7ea-5d4f14ab1096,,
21301,,1594621720000,UTC+0900,92.0,1,,1594621720000,92.0,xUcHHNl7co,1594621720000,com.sec.android.app.shealth,1594621720000,92.0,,9e35e59a-fa8c-41dd-3199-653bc2393103,,
21313,,1594753199000,UTC+0900,81.0,1,,1594753199000,57.0,xUcHHNl7co,1594749600000,com.sec.android.app.shealth,1594753199000,50.0,1d62b61f-93a2-84f4-6c35-3a1daf0e216d.com.samsung.health.heart_rate.binning_data.json,1d62b61f-93a2-84f4-6c35-3a1daf0e216d,,
21313,,1594627199000,UTC+0900,105.0,1,,1594627199000,77.0,xUcHHNl7co,1594623600000,com.sec.android.app.shealth,1594627199000,67.0,e27c9d9f-8d8b-962b-0904-a50297e7f1c0.com.samsung.health.heart_rate.binning_data.json,e27c9d9f-8d8b-962b-0904-a50297e7f1c0,,
21301,,1594624816000,UTC+0900,74.0,1,,1594624816000,74.0,xUcHHNl7co,1594624816000,com.sec.android.app.shealth,1594624816000,74.0,,792a6996-17eb-538d-2412-5e33b5fba6e8,,
21301,,1594630873000,UTC+0900,69.0,1,,1594630873000,69.0,xUcHHNl7co,1594630873000,com.sec.android.app.shealth,1594630873000,69.0,,496c19c3-7aa0-e3b8-26cc-38c5cc49f7c2,,
21313,,1594555199000,UTC+0900,86.0,1,,1594555199000,71.0,xUcHHNl7co,1594551600000,com.sec.android.app.shealth,1594555199000,57.0,460f264a-e428-3dc9-968c-0b7adc44830b.com.samsung.health.heart_rate.binning_data.json,460f264a-e428-3dc9-968c-0b7adc44830b,,
21301,,1594628329000,UTC+0900,72.0,1,,1594628329000,72.0,xUcHHNl7co,1594628329000,com.sec.android.app.shealth,1594628329000,72.0,,bb38f002-88ad-b9c4-28ad-6732ed3bf3cf,,
21301,,1594635288000,UTC+0900,76.0,1,,1594635288000,76.0,xUcHHNl7co,1594635288000,com.sec.android.app.shealth,1594635288000,76.0,,c0bfd247-c05a-a320-024b-5cbc364d217a,,
21301,,1594562890000,UTC+0900,72.0,1,,1594562890000,72.0,xUcHHNl7co,1594562890000,com.sec.android.app.shealth,1594562890000,72.0,,f86c4d84-a93b-b092-6534-efc005cb4771,,
21301,,1594632762000,UTC+0900,70.0,1,,1594632762000,70.0,xUcHHNl7co,1594632762000,com.sec.android.app.shealth,1594632762000,70.0,,38ce7c22-3345-27e2-d510-3e5d7b2638b9,,
21301,,1594565983000,UTC+0900,73.0,1,,1594565983000,73.0,xUcHHNl7co,1594565983000,com.sec.android.app.shealth,1594565983000,73.0,,56266e6b-8c2b-31aa-e5be-02da6f835760,,
21301,,1594636526000,UTC+0900,67.0,1,,1594636526000,67.0,xUcHHNl7co,1594636526000,com.sec.android.app.shealth,1594636526000,67.0,,742d2967-a7dc-6f26-d021-919d5717f61d,,
21301,,1594650444000,UTC+0900,62.0,1,,1594650444000,62.0,xUcHHNl7co,1594650444000,com.sec.android.app.shealth,1594650444000,62.0,,20285b9f-c994-7687-b090-aa5851b95e69,,
21301,,1594654524000,UTC+0900,62.0,1,,1594654524000,62.0,xUcHHNl7co,1594654524000,com.sec.android.app.shealth,1594654524000,62.0,,85ea97cb-bc71-71d3-cdff-98a0e00db369,,
21301,,1594658611000,UTC+0900,62.0,1,,1594658611000,62.0,xUcHHNl7co,1594658611000,com.sec.android.app.shealth,1594658611000,62.0,,252cf0c3-c6bf-0b0a-ef72-b252e429a31b,,
21313,,1594641720000,UTC+0900,126.0,1,,1594648799000,86.0,xUcHHNl7co,1594641600000,com.sec.android.app.shealth,1594648799000,52.0,9816f76f-5d9c-7711-1623-674ebd5f10d2.com.samsung.health.heart_rate.binning_data.json,9816f76f-5d9c-7711-1623-674ebd5f10d2,,
21313,,1594569599000,UTC+0900,92.0,1,,1594569599000,70.0,xUcHHNl7co,1594566000000,com.sec.android.app.shealth,1594569599000,64.0,8e218773-f642-11b1-b1b6-8ed3fc0e4896.com.samsung.health.heart_rate.binning_data.json,8e218773-f642-11b1-b1b6-8ed3fc0e4896,,
21313,,1594670399000,UTC+0900,93.0,1,,1594670399000,60.0,xUcHHNl7co,1594666800000,com.sec.android.app.shealth,1594670399000,50.0,7c4c323c-2e2b-c52f-2c4e-19dec251dbdd.com.samsung.health.heart_rate.binning_data.json,7c4c323c-2e2b-c52f-2c4e-19dec251dbdd,,
21313,,1594652399000,UTC+0900,84.0,1,,1594652399000,64.0,xUcHHNl7co,1594648800000,com.sec.android.app.shealth,1594652399000,58.0,1eff8c8a-c72e-e2d8-0ee3-d0896b4431b4.com.samsung.health.heart_rate.binning_data.json,1eff8c8a-c72e-e2d8-0ee3-d0896b4431b4,,
21301,,1594657122000,UTC+0900,63.0,1,,1594657122000,63.0,xUcHHNl7co,1594657122000,com.sec.android.app.shealth,1594657122000,63.0,,c217ec9b-c63b-eea5-ff8c-ca57ca61fcda,,
21313,,1594572540000,UTC+0900,95.0,1,,1594573199000,69.0,xUcHHNl7co,1594569600000,com.sec.android.app.shealth,1594573199000,60.0,dc8b2ec7-26e1-2382-c7fe-f6b31c818488.com.samsung.health.heart_rate.binning_data.json,dc8b2ec7-26e1-2382-c7fe-f6b31c818488,,
