com.samsung.shealth.activity.day_summary,1140029,1
day_time,goal,update_time,pkg_name,walk_time,longest_idle_time,active_time,longest_active_time,calorie,deviceuuid,run_time,step_count,extra_data,datauuid,distance,create_time,others_time,score
1591747200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,6f27577c-40cd-432e-9798-d978dfd2bd15.extra_data,6f27577c-40cd-432e-9798-d978dfd2bd15,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1591833600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,f077fd2a-6201-4395-a789-02e5d4b25b76.extra_data,f077fd2a-6201-4395-a789-02e5d4b25b76,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1591920000000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,65e3ca22-aeca-416f-9951-0bac11eeb4e5.extra_data,65e3ca22-aeca-416f-9951-0bac11eeb4e5,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592006400000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,7c68430e-3ee6-44e7-8999-a2a49a0d90eb.extra_data,7c68430e-3ee6-44e7-8999-a2a49a0d90eb,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592092800000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,fbc837d2-f96a-47b3-89a3-c86d8436d5ea.extra_data,fbc837d2-f96a-47b3-89a3-c86d8436d5ea,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592179200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,f79fd31e-ee9b-45d7-954f-0452daaaaf50.extra_data,f79fd31e-ee9b-45d7-954f-0452daaaaf50,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592265600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,0dc6914a-5a7f-49b2-9580-18e7e25c2818.extra_data,0dc6914a-5a7f-49b2-9580-18e7e25c2818,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592352000000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,f802ef8e-7a5e-491a-94e0-bbd6ffc61927.extra_data,f802ef8e-7a5e-491a-94e0-bbd6ffc61927,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592438400000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,4eb18d04-51e9-44da-8efe-ddc4c511ea24.extra_data,4eb18d04-51e9-44da-8efe-ddc4c511ea24,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592524800000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,d584c675-5a14-43a9-9cf0-736885362f97.extra_data,d584c675-5a14-43a9-9cf0-736885362f97,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592611200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,e2ca3699-3221-4411-9415-12548eeee402.extra_data,e2ca3699-3221-4411-9415-12548eeee402,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592697600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,18e23c4c-6757-4568-8133-683416aec233.extra_data,18e23c4c-6757-4568-8133-683416aec233,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592784000000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,c2f1a1a3-9954-4519-a4c9-33eb480fd8a9.extra_data,c2f1a1a3-9954-4519-a4c9-33eb480fd8a9,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592870400000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,45547425-c49f-403f-a6ed-5467fcb4a23e.extra_data,45547425-c49f-403f-a6ed-5467fcb4a23e,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1592956800000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,5b45fe0d-5934-49af-9b6e-fd7c3bb8d842.extra_data,5b45fe0d-5934-49af-9b6e-fd7c3bb8d842,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593043200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,54875674-0585-40fd-a1d9-4c824aa7f890.extra_data,54875674-0585-40fd-a1d9-4c824aa7f890,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593129600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,30e47bae-853d-436d-b205-6e54e1213fa0.extra_data,30e47bae-853d-436d-b205-6e54e1213fa0,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593216000000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,eb049680-5c02-4265-a953-f8f19f1fa85f.extra_data,eb049680-5c02-4265-a953-f8f19f1fa85f,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593302400000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,7ebdacfb-b071-4d54-ac82-670263c60ed5.extra_data,7ebdacfb-b071-4d54-ac82-670263c60ed5,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593388800000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,dc8a0089-3b86-45a7-9e1c-17e31d25ebf7.extra_data,dc8a0089-3b86-45a7-9e1c-17e31d25ebf7,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593475200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,1f5be45d-4b7d-42b7-95a3-df7eb0e12582.extra_data,1f5be45d-4b7d-42b7-95a3-df7eb0e12582,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593561600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,8b61377e-3858-4ad3-bc8d-b4d79fda1862.extra_data,8b61377e-3858-4ad3-bc8d-b4d79fda1862,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593648000000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,aef68e6d-e40b-46b1-9bd1-4bbeb2eb2f8b.extra_data,aef68e6d-e40b-46b1-9bd1-4bbeb2eb2f8b,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593734400000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,bf1dbf30-5a77-40e6-981c-047f77e652f8.extra_data,bf1dbf30-5a77-40e6-981c-047f77e652f8,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593820800000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,f2d8dfaf-4918-4b5d-bc19-5136feea231f.extra_data,f2d8dfaf-4918-4b5d-bc19-5136feea231f,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593907200000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,c0b8504c-4e8c-4f07-9a7e-bec0a8698815.extra_data,c0b8504c-4e8c-4f07-9a7e-bec0a8698815,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1593993600000,-1,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,0,-1,0,0,0.000000,sb+tNhfKEH,0,0,2efd6c99-f3b5-4a76-b860-1e5a52edc64e.extra_data,2efd6c99-f3b5-4a76-b860-1e5a52edc64e,0.000000,2020. 07. 07. 오후 6:32:22,0,0,
1594080000000,60,2020. 07. 09. 오후 6:05:36,com.sec.android.app.shealth,7631,184403858575,7631,3143824,457.431732,sb+tNhfKEH,0,3464,15c490af-d5b8-4975-b974-12f66db6fa3d.extra_data,15c490af-d5b8-4975-b974-12f66db6fa3d,6548.181641,2020. 07. 07. 오후 8:05:29,0,0,
1594166400000,60,2020. 07. 09. 오후 6:05:37,com.sec.android.app.shealth,5372580,184403858575,5372580,3143824,935.000000,sb+tNhfKEH,0,12701,84b238e5-be38-4c5e-8ba0-607fe934404b.extra_data,84b238e5-be38-4c5e-8ba0-607fe934404b,13340.000000,2020. 07. 08. 오후 6:47:05,0,148,
1594252800000,60,2020. 07. 10. 오전 12:35:10,com.sec.android.app.shealth,5643210,184403858575,6553090,3143824,1052.110596,sb+tNhfKEH,18000,13875,80481f19-e746-4f2d-adba-0658102e11aa.extra_data,80481f19-e746-4f2d-adba-0658102e11aa,15983.193359,2020. 07. 09. 오후 10:15:05,891880,181,
1594339200000,60,2020. 07. 12. 오후 12:29:11,com.sec.android.app.shealth,5855765,21240000,6278047,707339,512.219971,sb+tNhfKEH,422282,10533,e443f344-9a31-4452-a64d-52991f221c0c.extra_data,e443f344-9a31-4452-a64d-52991f221c0c,8105.253418,2020. 07. 10. 오후 9:58:36,0,173,
1594425600000,60,2020. 07. 12. 오전 9:33:44,com.sec.android.app.shealth,5209471,33240000,5209471,540000,321.764923,sb+tNhfKEH,0,9164,7f67e46c-b555-46a5-a405-c2adf05b7f8d.extra_data,7f67e46c-b555-46a5-a405-c2adf05b7f8d,6697.125977,2020. 07. 11. 오후 11:35:32,0,143,
1594512000000,60,2020. 07. 13. 오전 10:15:28,com.sec.android.app.shealth,2611186,21600000,3378841,240000,301.164398,sb+tNhfKEH,767655,5909,56d9108c-9a26-4a2f-903c-a12c9f2b65f0.extra_data,56d9108c-9a26-4a2f-903c-a12c9f2b65f0,4940.594727,2020. 07. 12. 오후 9:53:48,0,91,
1594598400000,60,2020. 07. 14. 오전 9:27:28,com.sec.android.app.shealth,7407631,18300000,7430431,995903,578.281006,sb+tNhfKEH,22800,12088,1846967f-c38a-4ada-b4b3-57cfbc701ddb.extra_data,1846967f-c38a-4ada-b4b3-57cfbc701ddb,8488.255859,2020. 07. 13. 오후 10:48:11,0,205,
1594684800000,60,2020. 07. 17. 오전 7:33:08,com.sec.android.app.shealth,9892755,27180000,9922373,1151671,800.608215,sb+tNhfKEH,29618,15071,14145d62-584d-48e4-8239-5221db3eac23.extra_data,14145d62-584d-48e4-8239-5221db3eac23,10956.814453,2020. 07. 14. 오후 11:20:39,0,273,
1594771200000,60,2020. 07. 17. 오전 7:33:08,com.sec.android.app.shealth,9068906,8220000,9110990,994359,653.454529,sb+tNhfKEH,42084,14419,ea723c45-6288-4a03-82e6-4dd53364e8fd.extra_data,ea723c45-6288-4a03-82e6-4dd53364e8fd,10618.171875,2020. 07. 16. 오전 10:00:25,0,251,
1594857600000,60,2020. 07. 17. 오전 12:05:29,com.sec.android.app.shealth,6046496,28020000,6046496,720000,373.078705,sb+tNhfKEH,0,10193,beca3430-69d1-4e5b-a8d2-fd13166c40bc.extra_data,beca3430-69d1-4e5b-a8d2-fd13166c40bc,7616.732910,2020. 07. 16. 오후 10:01:44,0,166,
1594944000000,60,2020. 07. 19. 오전 1:08:14,com.sec.android.app.shealth,7180364,26760000,7331735,718708,547.939209,sb+tNhfKEH,151371,11870,20f27518-0875-42ab-8410-f709805bcf10.extra_data,20f27518-0875-42ab-8410-f709805bcf10,8944.177734,2020. 07. 17. 오후 10:39:48,0,201,
1595030400000,60,2020. 07. 19. 오전 1:08:14,com.sec.android.app.shealth,10742077,35220000,10742077,1320000,634.544128,sb+tNhfKEH,0,18118,51dd18d4-b20b-461e-a884-d640c3c279ee.extra_data,51dd18d4-b20b-461e-a884-d640c3c279ee,13058.161133,2020. 07. 18. 오후 2:08:23,0,298,
1595116800000,60,2020. 07. 20. 오전 2:36:33,com.sec.android.app.shealth,6112589,28440000,6112589,720000,368.598267,sb+tNhfKEH,0,10107,622b4729-7e61-4261-939f-ff031c027f05.extra_data,622b4729-7e61-4261-939f-ff031c027f05,7310.994141,2020. 07. 19. 오후 11:36:25,0,168,
1595203200000,60,2020. 07. 20. 오후 6:09:02,com.sec.android.app.shealth,2225239,27000000,2225239,360000,129.694809,sb+tNhfKEH,0,3650,ffdfaa48-b946-43d8-bf4a-514c96806a52.extra_data,ffdfaa48-b946-43d8-bf4a-514c96806a52,2612.309814,2020. 07. 20. 오후 6:09:02,0,0,

